1.000000000000000000e+00,-2.690726528031373672e-04,-1.779053259546277063e-02,5.825282587243873524e-03,-1.892121697109888992e-02,-6.549624352405926907e-03,-3.428370780803651364e-03,4.438272835905838209e-01,4.860173399450702370e-01,-1.731332005345640954e-02,-9.999602786045882694e-03,-9.702987804769041874e-05
-2.690726528031373672e-04,1.000000000000000000e+00,-4.478501227492791823e-04,-1.704358659919723296e-02,6.042601027666540808e-03,-1.895735927715187438e-02,-8.190978063729851058e-03,-3.431552486333752823e-03,4.437522622525472693e-01,-8.140268013229515556e-03,-1.706574038121992307e-02,-9.738880183014723274e-03
-1.779053259546277063e-02,-4.478501227492792365e-04,9.999999999999997780e-01,-1.345740001521788728e-02,-1.685261097843987130e-02,5.973634760454770570e-03,-2.117601916634132084e-03,-8.207402326595985426e-03,-3.525500541009317628e-03,5.000489398009606498e-03,-7.886793166629418178e-03,-1.681232695541383035e-02
5.825282587243872656e-03,-1.704358659919722949e-02,-1.345740001521788728e-02,1.000000000000000000e+00,1.028300806995519892e-03,7.716368044327404085e-03,-6.816086330231026398e-03,3.280925252602933870e-03,-6.110521735743909208e-04,1.307182759691127502e-02,4.673205550071760639e-01,4.781486644014439347e-01
-1.892121697109888992e-02,6.042601027666540808e-03,-1.685261097843987477e-02,1.028300806995519892e-03,1.000000000000000000e+00,9.576507149334133545e-04,-1.290324857790413858e-02,-6.851540607991216114e-03,3.238036747326289086e-03,8.784620772050137291e-03,1.296085194583872224e-02,4.672185010077739564e-01
-6.549624352405926907e-03,-1.895735927715187438e-02,5.973634760454769703e-03,7.716368044327404953e-03,9.576507149334133545e-04,9.999999999999998890e-01,2.265309097804139426e-03,-1.280824235884966099e-02,-6.591038539243435947e-03,-1.948363929518072413e-02,8.487809695713863928e-03,1.273448382130400180e-02
-3.428370780803651364e-03,-8.190978063729851058e-03,-2.117601916634132084e-03,-6.816086330231026398e-03,-1.290324857790414032e-02,2.265309097804139426e-03,1.000000000000000000e+00,2.656090495279777031e-01,-2.425562276114881510e-01,1.472812468809814486e-02,2.815667513461698503e-03,-1.422651682725148935e-02
4.438272835905838209e-01,-3.431552486333752823e-03,-8.207402326595985426e-03,3.280925252602933870e-03,-6.851540607991215247e-03,-1.280824235884966272e-02,2.656090495279777031e-01,9.999999999999998890e-01,2.656653865502108802e-01,-2.864195880587447514e-03,1.461099714079523021e-02,2.723997428696152499e-03
4.860173399450702370e-01,4.437522622525472693e-01,-3.525500541009317628e-03,-6.110521735743909208e-04,3.238036747326288652e-03,-6.591038539243436814e-03,-2.425562276114881788e-01,2.656653865502108802e-01,1.000000000000000000e+00,-1.368315865630040720e-02,-3.130902365577004076e-03,1.441548980957919369e-02
-1.731332005345640954e-02,-8.140268013229515556e-03,5.000489398009606498e-03,1.307182759691127676e-02,8.784620772050137291e-03,-1.948363929518072066e-02,1.472812468809814486e-02,-2.864195880587447514e-03,-1.368315865630040720e-02,1.000000000000000000e+00,2.860299588492690170e-01,-1.931845798877283582e-01
-9.999602786045882694e-03,-1.706574038121992307e-02,-7.886793166629419913e-03,4.673205550071760084e-01,1.296085194583872224e-02,8.487809695713865663e-03,2.815667513461698069e-03,1.461099714079523021e-02,-3.130902365577003642e-03,2.860299588492689615e-01,1.000000000000000000e+00,2.860580414954955741e-01
-9.702987804769043229e-05,-9.738880183014723274e-03,-1.681232695541383035e-02,4.781486644014439902e-01,4.672185010077739564e-01,1.273448382130400180e-02,-1.422651682725148935e-02,2.723997428696152932e-03,1.441548980957919369e-02,-1.931845798877283304e-01,2.860580414954956296e-01,1.000000000000000000e+00
