1.015901793782935325e+00,-2.733217407025805771e-04,-1.807019404445376828e-02,5.852527624880090977e-03,-1.900807609670696410e-02,-6.580541730681736118e-03,-5.020656879742438697e-03,6.499709283678475336e-01,7.118476294172412233e-01,-2.499163593727241062e-02,-1.443538877159557081e-02,-1.400689598736596427e-04
-2.733217407025805771e-04,1.015681419622181725e+00,-4.548408414733881772e-04,-1.712144267864957117e-02,6.069681557214566536e-03,-1.904478115666232221e-02,-1.199392724408660307e-02,-5.024854282766037621e-03,6.498733822846221031e-01,-1.174913577329573210e-02,-2.463336605846483396e-02,-1.405718405413350532e-02
-1.807019404445376828e-02,-4.548408414733881772e-04,1.015537595442013163e+00,-1.351791699427555560e-02,-1.692693907895583341e-02,6.000757272927822496e-03,-3.100553414807387474e-03,-1.201732476896266374e-02,-5.162715627332540962e-03,7.216871596792274156e-03,-1.138330380167573014e-02,-2.426534021185003734e-02
5.852527624880090977e-03,-1.712144267864957117e-02,-1.351791699427555560e-02,9.935762948551303264e-01,1.021607375990771184e-03,7.667131930434529542e-03,-9.871487193510646713e-03,4.751721944208510406e-03,-8.850918043336976956e-04,1.866059067960557094e-02,6.671682444234542375e-01,6.826123042227681958e-01
-1.900807609670696410e-02,6.069681557214566536e-03,-1.692693907895583341e-02,1.021607375990771184e-03,9.934052825675925291e-01,9.514583056467980967e-04,-1.868569216310556405e-02,-9.922144347449342663e-03,4.689801066070801994e-03,1.253934106466344719e-02,1.850191385016206058e-02,6.669508322473173267e-01
-6.580541730681736118e-03,-1.904478115666232221e-02,6.000757272927822496e-03,7.667131930434529542e-03,9.514583056467980967e-04,9.936622333123411588e-01,3.280905747496864078e-03,-1.855081527529306787e-02,-9.547345920826526625e-03,-2.781492782047717549e-02,1.211811020700873445e-02,1.818072896065589875e-02
-5.020656879742438697e-03,-1.199392724408660307e-02,-3.100553414807387474e-03,-9.871487193510646713e-03,-1.868569216310556405e-02,3.280905747496864078e-03,2.111026993626303305e+00,5.607171419415657443e-01,-5.121164641441690035e-01,3.064663600879437635e-02,5.859332392329224745e-03,-2.960438406420674157e-02
6.499709283678475336e-01,-5.024854282766037621e-03,-1.201732476896266374e-02,4.751721944208510406e-03,-9.922144347449342663e-03,-1.855081527529306787e-02,5.607171419415657443e-01,2.111096785775343321e+00,5.609168179743660998e-01,-5.959986180196430276e-03,3.040561557333909190e-02,5.668541364298868880e-03
7.118476294172412233e-01,6.498733822846221031e-01,-5.162715627332540962e-03,-8.850918043336976956e-04,4.689801066070801994e-03,-9.547345920826526625e-03,-5.121164641441690035e-01,5.609168179743660998e-01,2.111634897960282142e+00,-2.847634478870118141e-02,-6.516266121353965664e-03,3.000194243042534140e-02
-2.499163593727241062e-02,-1.174913577329573210e-02,7.216871596792274156e-03,1.866059067960557094e-02,1.253934106466344719e-02,-2.781492782047717549e-02,3.064663600879437635e-02,-5.959986180196430276e-03,-2.847634478870118141e-02,2.051053219587438470e+00,5.867050961900279749e-01,-3.962520089361836195e-01
-1.443538877159557081e-02,-2.463336605846483396e-02,-1.138330380167573014e-02,6.671682444234542375e-01,1.850191385016206058e-02,1.211811020700873445e-02,5.859332392329224745e-03,3.040561557333909190e-02,-6.516266121353965664e-03,5.867050961900279749e-01,2.051349899894449713e+00,5.867925451156685845e-01
-1.400689598736596427e-04,-1.405718405413350532e-02,-2.426534021185003734e-02,6.826123042227681958e-01,6.669508322473173267e-01,1.818072896065589875e-02,-2.960438406420674157e-02,5.668541364298868880e-03,3.000194243042534140e-02,-3.962520089361836195e-01,5.867925451156685845e-01,2.051261879050849668e+00
